Resume_ID,Job Role,Skills,Experience (Years),Education,Recruiter Decision,AI Score (0-100),sentiment_score,sentiment_label
278,Software Engineer,"React, C++, SQL, Java",4,B.Tech,Hire,100.0,0.0,neutral
279,Cybersecurity Analyst,"Cybersecurity, Networking, Ethical Hacking",6,M.Tech,Hire,100.0,0.38636000000000004,positive
280,Data Scientist,"Deep Learning, Machine Learning",0,PhD,Reject,25.0,0.0,neutral
281,Software Engineer,"C++, SQL, React",10,M.Tech,Hire,100.0,0.0,neutral
282,AI Researcher,"Python, TensorFlow, Pytorch, NLP",9,MBA,Hire,100.0,0.0,neutral
283,AI Researcher,"Pytorch, Python, NLP, TensorFlow",0,M.Tech,Hire,75.0,0.0,neutral
284,AI Researcher,"Python, TensorFlow",3,B.Sc,Reject,55.0,0.0,neutral
285,Data Scientist,"Python, Deep Learning",7,B.Tech,Hire,90.0,0.0,neutral
286,Cybersecurity Analyst,"Ethical Hacking, Cybersecurity, Networking",2,PhD,Hire,70.0,0.38636000000000004,positive
287,Software Engineer,"C++, React, SQL, Java",2,MBA,Reject,45.0,0.0,neutral
288,Data Scientist,"Python, SQL, Deep Learning",10,B.Tech,Hire,100.0,0.0,neutral
289,Data Scientist,"Python, Deep Learning, SQL, Machine Learning",2,M.Tech,Hire,75.0,0.0,neutral
290,Cybersecurity Analyst,"Ethical Hacking, Networking",6,MBA,Hire,100.0,0.38636000000000004,positive
291,AI Researcher,"TensorFlow, Python",2,PhD,Hire,85.0,0.0,neutral
292,Cybersecurity Analyst,"Cybersecurity, Networking, Linux",2,B.Sc,Reject,60.0,0.0,neutral
293,Data Scientist,"Machine Learning, Python, SQL",6,B.Tech,Hire,100.0,0.0,neutral
294,Software Engineer,"Java, C++, React, SQL",4,B.Sc,Hire,100.0,0.0,neutral
295,AI Researcher,"Pytorch, Python, NLP, TensorFlow",9,MBA,Hire,100.0,0.0,neutral
296,Data Scientist,"Deep Learning, Python, Machine Learning, SQL",2,B.Sc,Hire,70.0,0.0,neutral
297,Cybersecurity Analyst,"Networking, Linux, Ethical Hacking, Cybersecurity",2,B.Sc,Reject,60.0,0.38636000000000004,positive
298,Cybersecurity Analyst,"Networking, Cybersecurity, Linux, Ethical Hacking",8,MBA,Hire,100.0,0.38636000000000004,positive
299,Data Scientist,"SQL, Deep Learning",6,B.Tech,Hire,100.0,0.0,neutral
300,AI Researcher,"Python, Pytorch, TensorFlow",1,M.Tech,Hire,75.0,0.0,neutral
301,Cybersecurity Analyst,"Linux, Ethical Hacking",10,M.Tech,Hire,100.0,0.38636000000000004,positive
302,Software Engineer,"React, Java, SQL, C++",5,PhD,Hire,100.0,0.0,neutral
303,AI Researcher,"NLP, Python, TensorFlow, Pytorch",2,PhD,Hire,100.0,0.0,neutral
304,AI Researcher,"Python, NLP",8,B.Sc,Hire,100.0,0.0,neutral
305,Data Scientist,"SQL, Python, Machine Learning",6,B.Sc,Hire,100.0,0.0,neutral
306,Software Engineer,"React, SQL, C++",1,MBA,Hire,75.0,0.0,neutral
307,Data Scientist,"Machine Learning, SQL, Python",4,B.Sc,Hire,100.0,0.0,neutral
308,Data Scientist,"Python, SQL",1,MBA,Hire,65.0,0.0,neutral
309,Data Scientist,"Deep Learning, SQL",6,B.Tech,Hire,80.0,0.0,neutral
310,Software Engineer,"SQL, Java",3,B.Tech,Hire,80.0,0.0,neutral
311,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Networking",0,B.Tech,Reject,50.0,0.38636000000000004,positive
312,Data Scientist,"SQL, Machine Learning, Python, Deep Learning",6,B.Sc,Hire,100.0,0.0,neutral
313,Data Scientist,"Deep Learning, SQL, Python, Machine Learning",1,PhD,Reject,45.0,0.0,neutral
314,Software Engineer,"C++, SQL",5,M.Tech,Hire,95.0,0.0,neutral
315,Cybersecurity Analyst,"Networking, Ethical Hacking, Linux, Cybersecurity",10,M.Tech,Hire,100.0,0.38636000000000004,positive
316,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Linux",1,MBA,Hire,85.0,0.38636000000000004,positive
317,Cybersecurity Analyst,"Cybersecurity, Networking, Ethical Hacking, Linux",2,B.Sc,Reject,60.0,0.38636000000000004,positive
318,Data Scientist,"Machine Learning, Python, Deep Learning",2,B.Tech,Hire,80.0,0.0,neutral
319,AI Researcher,"TensorFlow, Python, NLP",9,M.Tech,Hire,100.0,0.0,neutral
320,Software Engineer,"SQL, Java, C++, React",0,B.Tech,Hire,70.0,0.0,neutral
321,Data Scientist,"Deep Learning, SQL",5,MBA,Hire,100.0,0.0,neutral
322,Cybersecurity Analyst,"Networking, Linux, Cybersecurity, Ethical Hacking",5,M.Tech,Hire,95.0,0.38636000000000004,positive
323,Data Scientist,"Python, Deep Learning",5,B.Tech,Hire,100.0,0.0,neutral
324,Cybersecurity Analyst,"Ethical Hacking, Linux",8,B.Tech,Hire,100.0,0.38636000000000004,positive
325,Software Engineer,"C++, Java, SQL",3,PhD,Hire,75.0,0.0,neutral
326,Data Scientist,"Deep Learning, Python",3,MBA,Hire,100.0,0.0,neutral
327,Data Scientist,"Machine Learning, Python, Deep Learning",9,B.Tech,Hire,100.0,0.0,neutral
328,Cybersecurity Analyst,"Ethical Hacking, Linux, Cybersecurity",4,MBA,Hire,100.0,0.38636000000000004,positive
329,Software Engineer,"SQL, React, C++",7,B.Tech,Hire,95.0,0.0,neutral
330,Cybersecurity Analyst,"Networking, Cybersecurity, Ethical Hacking, Linux",0,PhD,Reject,55.0,0.38636000000000004,positive
331,Software Engineer,"SQL, Java",7,M.Tech,Hire,100.0,0.0,neutral
332,Data Scientist,"Python, Deep Learning, SQL, Machine Learning",1,B.Tech,Hire,85.0,0.0,neutral
333,AI Researcher,"TensorFlow, Pytorch",5,PhD,Hire,90.0,0.0,neutral
334,Cybersecurity Analyst,"Linux, Cybersecurity, Networking",2,B.Sc,Reject,50.0,0.0,neutral
335,Cybersecurity Analyst,"Ethical Hacking, Linux",7,M.Tech,Hire,90.0,0.38636000000000004,positive
336,Software Engineer,"Java, SQL, React, C++",10,B.Sc,Hire,100.0,0.0,neutral
337,AI Researcher,"Pytorch, TensorFlow",2,MBA,Hire,70.0,0.0,neutral
338,Software Engineer,"C++, SQL",7,MBA,Hire,100.0,0.0,neutral
339,Cybersecurity Analyst,"Networking, Linux, Ethical Hacking, Cybersecurity",4,B.Tech,Reject,60.0,0.38636000000000004,positive
340,Data Scientist,"SQL, Machine Learning",0,B.Tech,Reject,60.0,0.0,neutral
341,Software Engineer,"C++, Java",0,B.Sc,Reject,50.0,0.0,neutral
342,Data Scientist,"Deep Learning, SQL, Python, Machine Learning",8,MBA,Hire,100.0,0.0,neutral
343,AI Researcher,"Python, NLP, TensorFlow",7,B.Sc,Hire,100.0,0.0,neutral
344,Cybersecurity Analyst,"Cybersecurity, Networking",3,MBA,Hire,85.0,0.0,neutral
345,Data Scientist,"Deep Learning, Machine Learning, SQL, Python",1,M.Tech,Hire,90.0,0.0,neutral
346,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Networking, Linux",6,MBA,Hire,100.0,0.38636000000000004,positive
347,Cybersecurity Analyst,"Ethical Hacking, Cybersecurity, Linux, Networking",0,MBA,Hire,65.0,0.38636000000000004,positive
348,Software Engineer,"SQL, Java, React",3,B.Sc,Hire,90.0,0.0,neutral
349,Data Scientist,"Machine Learning, Python",1,MBA,Reject,45.0,0.0,neutral
350,Cybersecurity Analyst,"Ethical Hacking, Linux",2,M.Tech,Hire,65.0,0.38636000000000004,positive
351,Cybersecurity Analyst,"Networking, Ethical Hacking",1,M.Tech,Reject,60.0,0.38636000000000004,positive
352,Software Engineer,"React, C++, SQL, Java",0,M.Tech,Reject,20.0,0.0,neutral
353,Data Scientist,"Python, Deep Learning, SQL, Machine Learning",9,PhD,Hire,100.0,0.0,neutral
354,Data Scientist,"Python, Machine Learning, Deep Learning",0,B.Tech,Reject,40.0,0.0,neutral
355,AI Researcher,"Pytorch, TensorFlow",8,B.Sc,Hire,100.0,0.0,neutral
356,AI Researcher,"Python, Pytorch, TensorFlow, NLP",7,B.Sc,Hire,100.0,0.0,neutral
357,AI Researcher,"Python, NLP",0,PhD,Hire,70.0,0.0,neutral
358,Software Engineer,"SQL, C++, React, Java",4,MBA,Hire,100.0,0.0,neutral
359,Data Scientist,"SQL, Deep Learning, Machine Learning",6,M.Tech,Hire,85.0,0.0,neutral
360,Cybersecurity Analyst,"Networking, Ethical Hacking",0,B.Tech,Reject,30.0,0.38636000000000004,positive
361,Cybersecurity Analyst,"Linux, Ethical Hacking",2,M.Tech,Reject,60.0,0.38636000000000004,positive
362,Cybersecurity Analyst,"Networking, Linux, Cybersecurity, Ethical Hacking",7,B.Tech,Hire,100.0,0.38636000000000004,positive
363,Software Engineer,"SQL, Java",3,B.Sc,Hire,70.0,0.0,neutral
364,AI Researcher,"TensorFlow, Python, NLP, Pytorch",1,B.Sc,Reject,45.0,0.0,neutral
365,Software Engineer,"React, Java, SQL",4,M.Tech,Hire,90.0,0.0,neutral
366,AI Researcher,"TensorFlow, Pytorch",5,M.Tech,Hire,100.0,0.0,neutral
367,Cybersecurity Analyst,"Linux, Cybersecurity, Ethical Hacking",2,B.Sc,Reject,45.0,0.38636000000000004,positive
368,AI Researcher,"Python, NLP",5,B.Tech,Hire,100.0,0.0,neutral
369,Data Scientist,"Deep Learning, Python",6,MBA,Hire,100.0,0.0,neutral
370,Cybersecurity Analyst,"Linux, Networking, Ethical Hacking",10,B.Tech,Hire,100.0,0.38636000000000004,positive
371,Software Engineer,"Java, C++, React",7,PhD,Hire,100.0,0.0,neutral
372,Software Engineer,"React, Java, SQL",3,B.Sc,Reject,45.0,0.0,neutral
373,AI Researcher,"NLP, Pytorch, Python",4,PhD,Hire,100.0,0.0,neutral
374,Software Engineer,"Java, SQL, C++, React",10,M.Tech,Hire,100.0,0.0,neutral
375,Cybersecurity Analyst,"Cybersecurity, Linux, Ethical Hacking",3,B.Sc,Hire,80.0,0.38636000000000004,positive
376,Cybersecurity Analyst,"Ethical Hacking, Networking, Linux",1,M.Tech,Reject,45.0,0.38636000000000004,positive
377,Software Engineer,"C++, React",8,B.Sc,Hire,100.0,0.0,neutral
378,Data Scientist,"Python, Machine Learning, Deep Learning",0,B.Sc,Hire,75.0,0.0,neutral
379,Data Scientist,"SQL, Python",8,B.Sc,Hire,100.0,0.0,neutral
380,Data Scientist,"SQL, Python, Deep Learning, Machine Learning",2,B.Tech,Hire,100.0,0.0,neutral
381,AI Researcher,"Pytorch, NLP, Python, TensorFlow",10,M.Tech,Hire,100.0,0.0,neutral
382,AI Researcher,"NLP, TensorFlow, Pytorch",3,M.Tech,Hire,85.0,0.0,neutral
383,AI Researcher,"Pytorch, TensorFlow, NLP",8,B.Tech,Hire,100.0,0.0,neutral
384,AI Researcher,"TensorFlow, Python, NLP, Pytorch",4,B.Tech,Hire,80.0,0.0,neutral
385,Software Engineer,"React, C++",6,B.Tech,Hire,100.0,0.0,neutral
386,Cybersecurity Analyst,"Linux, Ethical Hacking, Networking",10,B.Sc,Hire,100.0,0.38636000000000004,positive
387,AI Researcher,"NLP, Pytorch, TensorFlow",1,B.Tech,Reject,40.0,0.0,neutral
388,Software Engineer,"C++, SQL, Java",10,M.Tech,Hire,100.0,0.0,neutral
389,AI Researcher,"Pytorch, NLP, Python",10,MBA,Hire,100.0,0.0,neutral
390,Data Scientist,"Deep Learning, Python, SQL, Machine Learning",1,PhD,Reject,55.0,0.0,neutral
391,AI Researcher,"NLP, TensorFlow",8,MBA,Hire,95.0,0.0,neutral
392,AI Researcher,"NLP, Python",9,M.Tech,Hire,100.0,0.0,neutral
393,Software Engineer,"C++, React, Java",9,B.Tech,Hire,100.0,0.0,neutral
394,Data Scientist,"Python, Machine Learning, SQL",6,PhD,Hire,80.0,0.0,neutral
395,AI Researcher,"Python, Pytorch, TensorFlow, NLP",8,B.Tech,Hire,100.0,0.0,neutral
396,Software Engineer,"Java, SQL",3,B.Tech,Reject,55.0,0.0,neutral
397,Data Scientist,"Machine Learning, Deep Learning, SQL, Python",3,M.Tech,Reject,60.0,0.0,neutral
398,Cybersecurity Analyst,"Ethical Hacking, Linux",1,PhD,Hire,65.0,0.38636000000000004,positive
399,Data Scientist,"Machine Learning, Python, Deep Learning",1,MBA,Reject,55.0,0.0,neutral
400,AI Researcher,"Pytorch, NLP, Python, TensorFlow",5,B.Tech,Hire,100.0,0.0,neutral
401,Cybersecurity Analyst,"Cybersecurity, Linux, Ethical Hacking",5,MBA,Hire,100.0,0.38636000000000004,positive
402,Cybersecurity Analyst,"Cybersecurity, Networking, Linux, Ethical Hacking",6,B.Sc,Hire,100.0,0.38636000000000004,positive
403,Cybersecurity Analyst,"Networking, Linux, Ethical Hacking, Cybersecurity",10,B.Tech,Hire,100.0,0.38636000000000004,positive
404,Data Scientist,"Python, Machine Learning, Deep Learning",0,M.Tech,Reject,55.0,0.0,neutral
405,Cybersecurity Analyst,"Cybersecurity, Linux, Ethical Hacking",3,MBA,Hire,90.0,0.38636000000000004,positive
406,Software Engineer,"React, SQL, Java",1,B.Sc,Hire,80.0,0.0,neutral
407,AI Researcher,"NLP, Pytorch, TensorFlow",8,MBA,Hire,100.0,0.0,neutral
408,AI Researcher,"TensorFlow, NLP, Python",4,MBA,Hire,95.0,0.0,neutral
409,Cybersecurity Analyst,"Networking, Linux",3,MBA,Hire,70.0,0.0,neutral
410,Data Scientist,"Python, SQL",0,PhD,Hire,65.0,0.0,neutral
411,Data Scientist,"Deep Learning, SQL",5,MBA,Hire,70.0,0.0,neutral
412,Cybersecurity Analyst,"Cybersecurity, Networking",4,PhD,Reject,50.0,0.0,neutral
413,Software Engineer,"C++, Java, React",4,MBA,Hire,65.0,0.0,neutral
414,AI Researcher,"Pytorch, TensorFlow, NLP",1,MBA,Hire,80.0,0.0,neutral
415,Software Engineer,"React, C++",5,B.Sc,Hire,75.0,0.0,neutral
416,Software Engineer,"Java, React, C++, SQL",7,PhD,Hire,100.0,0.0,neutral
417,Data Scientist,"Deep Learning, SQL, Machine Learning, Python",1,MBA,Reject,60.0,0.0,neutral
418,Data Scientist,"Deep Learning, Machine Learning, Python, SQL",5,B.Tech,Hire,70.0,0.0,neutral
419,Data Scientist,"SQL, Machine Learning, Python, Deep Learning",2,MBA,Hire,80.0,0.0,neutral
420,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Linux",1,B.Tech,Hire,70.0,0.38636000000000004,positive
421,Cybersecurity Analyst,"Linux, Networking, Cybersecurity",6,MBA,Hire,80.0,0.0,neutral
422,Data Scientist,"Python, Deep Learning",2,B.Tech,Hire,65.0,0.0,neutral
423,AI Researcher,"NLP, TensorFlow, Pytorch, Python",8,B.Sc,Hire,100.0,0.0,neutral
424,Software Engineer,"C++, React, Java, SQL",7,B.Tech,Hire,100.0,0.0,neutral
425,Software Engineer,"SQL, C++",3,B.Tech,Hire,70.0,0.0,neutral
426,AI Researcher,"Python, NLP, Pytorch, TensorFlow",4,B.Sc,Hire,100.0,0.0,neutral
427,Cybersecurity Analyst,"Cybersecurity, Linux, Ethical Hacking",7,MBA,Hire,100.0,0.38636000000000004,positive
428,Software Engineer,"React, Java",5,PhD,Hire,100.0,0.0,neutral
429,Cybersecurity Analyst,"Networking, Linux",5,M.Tech,Hire,100.0,0.0,neutral
430,Data Scientist,"SQL, Python, Machine Learning",10,PhD,Hire,100.0,0.0,neutral
431,AI Researcher,"Pytorch, NLP",4,B.Tech,Hire,100.0,0.0,neutral
432,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking",2,B.Tech,Hire,65.0,0.38636000000000004,positive
433,Software Engineer,"SQL, C++, React",7,M.Tech,Hire,100.0,0.0,neutral
434,Software Engineer,"SQL, React, C++, Java",3,PhD,Hire,100.0,0.0,neutral
435,Cybersecurity Analyst,"Networking, Cybersecurity, Linux, Ethical Hacking",5,B.Sc,Hire,100.0,0.38636000000000004,positive
436,Data Scientist,"Python, Deep Learning, SQL",7,M.Tech,Hire,100.0,0.0,neutral
437,Software Engineer,"Java, React, C++",0,PhD,Reject,35.0,0.0,neutral
438,Data Scientist,"Python, Deep Learning, Machine Learning, SQL",3,PhD,Hire,100.0,0.0,neutral
439,Software Engineer,"Java, React",9,B.Tech,Hire,100.0,0.0,neutral
440,Software Engineer,"C++, SQL",6,MBA,Hire,95.0,0.0,neutral
441,Data Scientist,"Deep Learning, Python, Machine Learning",9,MBA,Hire,100.0,0.0,neutral
442,Cybersecurity Analyst,"Networking, Cybersecurity",5,MBA,Hire,90.0,0.0,neutral
443,Data Scientist,"Machine Learning, SQL, Deep Learning",7,MBA,Hire,100.0,0.0,neutral
444,Software Engineer,"Java, C++, SQL, React",4,B.Tech,Hire,95.0,0.0,neutral
445,Software Engineer,"Java, React, SQL",4,PhD,Hire,65.0,0.0,neutral
446,Software Engineer,"Java, React",10,B.Sc,Hire,100.0,0.0,neutral
447,AI Researcher,"TensorFlow, Python, NLP",10,MBA,Hire,100.0,0.0,neutral
448,Data Scientist,"Machine Learning, Python",8,B.Sc,Hire,100.0,0.0,neutral
449,Software Engineer,"React, SQL, Java",6,B.Tech,Hire,100.0,0.0,neutral
450,Software Engineer,"SQL, React, Java",0,M.Tech,Reject,15.0,0.0,neutral
451,Cybersecurity Analyst,"Networking, Ethical Hacking, Cybersecurity",10,B.Sc,Hire,100.0,0.38636000000000004,positive
452,Data Scientist,"Python, Machine Learning, Deep Learning",8,B.Sc,Hire,100.0,0.0,neutral
453,Software Engineer,"Java, SQL, React",5,MBA,Hire,100.0,0.0,neutral
454,Software Engineer,"Java, React, C++, SQL",3,B.Sc,Hire,100.0,0.0,neutral
455,Software Engineer,"SQL, Java",8,B.Tech,Hire,100.0,0.0,neutral
456,AI Researcher,"NLP, TensorFlow, Python, Pytorch",0,M.Tech,Hire,70.0,0.0,neutral
457,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Linux, Networking",6,MBA,Hire,100.0,0.38636000000000004,positive
458,Cybersecurity Analyst,"Linux, Networking",6,PhD,Hire,100.0,0.0,neutral
459,Software Engineer,"Java, C++",4,B.Tech,Hire,100.0,0.0,neutral
460,AI Researcher,"TensorFlow, Python, NLP",6,B.Tech,Hire,100.0,0.0,neutral
461,AI Researcher,"NLP, Pytorch, TensorFlow",9,MBA,Hire,100.0,0.0,neutral
462,Cybersecurity Analyst,"Ethical Hacking, Networking, Linux",1,M.Tech,Hire,65.0,0.38636000000000004,positive
463,AI Researcher,"Pytorch, Python",8,B.Sc,Hire,100.0,0.0,neutral
464,Software Engineer,"C++, Java",0,M.Tech,Reject,35.0,0.0,neutral
465,Cybersecurity Analyst,"Ethical Hacking, Networking",10,M.Tech,Hire,100.0,0.38636000000000004,positive
466,AI Researcher,"TensorFlow, Pytorch, Python, NLP",4,MBA,Hire,80.0,0.0,neutral
467,AI Researcher,"Pytorch, Python, TensorFlow, NLP",5,B.Sc,Hire,100.0,0.0,neutral
468,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Networking, Linux",3,PhD,Hire,75.0,0.38636000000000004,positive
469,Software Engineer,"C++, Java, SQL",2,MBA,Hire,80.0,0.0,neutral
470,AI Researcher,"Pytorch, Python",4,B.Sc,Hire,100.0,0.0,neutral
471,AI Researcher,"Python, TensorFlow, Pytorch, NLP",8,PhD,Hire,100.0,0.0,neutral
472,Data Scientist,"SQL, Deep Learning, Machine Learning, Python",1,PhD,Reject,60.0,0.0,neutral
473,AI Researcher,"TensorFlow, NLP, Python",0,MBA,Reject,35.0,0.0,neutral
474,Data Scientist,"SQL, Machine Learning, Deep Learning",9,B.Tech,Hire,100.0,0.0,neutral
475,Data Scientist,"Machine Learning, SQL, Python, Deep Learning",2,MBA,Hire,80.0,0.0,neutral
476,Data Scientist,"Python, Machine Learning",10,MBA,Hire,100.0,0.0,neutral
477,Data Scientist,"Deep Learning, Machine Learning, SQL",1,B.Tech,Reject,55.0,0.0,neutral
478,Data Scientist,"SQL, Python",8,MBA,Hire,100.0,0.0,neutral
479,Cybersecurity Analyst,"Networking, Ethical Hacking, Linux, Cybersecurity",10,M.Tech,Hire,100.0,0.38636000000000004,positive
480,Data Scientist,"SQL, Machine Learning",1,B.Sc,Reject,35.0,0.0,neutral
481,Data Scientist,"Machine Learning, Python, SQL",0,MBA,Reject,50.0,0.0,neutral
482,Cybersecurity Analyst,"Linux, Cybersecurity, Ethical Hacking, Networking",2,B.Tech,Hire,100.0,0.38636000000000004,positive
483,Software Engineer,"React, C++, Java",10,MBA,Hire,100.0,0.0,neutral
484,Cybersecurity Analyst,"Networking, Cybersecurity, Linux",5,M.Tech,Hire,100.0,0.0,neutral
485,Software Engineer,"C++, Java, React, SQL",10,MBA,Hire,100.0,0.0,neutral
486,Cybersecurity Analyst,"Ethical Hacking, Networking",8,B.Sc,Hire,95.0,0.38636000000000004,positive
487,Cybersecurity Analyst,"Ethical Hacking, Linux",6,B.Tech,Hire,90.0,0.38636000000000004,positive
488,AI Researcher,"TensorFlow, Python, NLP",10,MBA,Hire,100.0,0.0,neutral
489,Software Engineer,"C++, React, SQL, Java",1,M.Tech,Hire,85.0,0.0,neutral
490,Data Scientist,"SQL, Machine Learning, Deep Learning, Python",3,PhD,Hire,95.0,0.0,neutral
491,AI Researcher,"Python, Pytorch, NLP",0,PhD,Hire,70.0,0.0,neutral
492,Software Engineer,"C++, React, Java",10,B.Sc,Hire,100.0,0.0,neutral
493,Data Scientist,"Deep Learning, Machine Learning, SQL",2,PhD,Hire,95.0,0.0,neutral
494,Data Scientist,"Machine Learning, Python, SQL",6,B.Tech,Hire,100.0,0.0,neutral
495,Software Engineer,"React, SQL, Java, C++",6,B.Tech,Hire,90.0,0.0,neutral
496,Data Scientist,"Machine Learning, Deep Learning, Python",3,B.Sc,Hire,100.0,0.0,neutral
497,Cybersecurity Analyst,"Linux, Ethical Hacking, Cybersecurity, Networking",7,B.Tech,Hire,100.0,0.38636000000000004,positive
498,Software Engineer,"Java, SQL",8,M.Tech,Hire,100.0,0.0,neutral
499,Software Engineer,"Java, React, SQL, C++",8,M.Tech,Hire,100.0,0.0,neutral
500,Software Engineer,"Java, SQL, C++, React",3,B.Tech,Reject,60.0,0.0,neutral
501,AI Researcher,"NLP, TensorFlow, Python, Pytorch",9,PhD,Hire,100.0,0.0,neutral
502,AI Researcher,"Pytorch, TensorFlow, NLP, Python",5,MBA,Hire,80.0,0.0,neutral
503,Data Scientist,"SQL, Deep Learning, Python, Machine Learning",7,B.Tech,Hire,100.0,0.0,neutral
504,Cybersecurity Analyst,"Linux, Networking",4,M.Tech,Reject,50.0,0.0,neutral
505,Software Engineer,"SQL, C++, React",1,M.Tech,Reject,55.0,0.0,neutral
506,Cybersecurity Analyst,"Networking, Ethical Hacking",0,PhD,Reject,45.0,0.38636000000000004,positive
507,AI Researcher,"TensorFlow, Python, NLP",7,B.Sc,Hire,100.0,0.0,neutral
508,Data Scientist,"Machine Learning, Python",5,B.Tech,Hire,90.0,0.0,neutral
509,AI Researcher,"Pytorch, TensorFlow",9,PhD,Hire,100.0,0.0,neutral
510,Cybersecurity Analyst,"Ethical Hacking, Linux",7,PhD,Hire,80.0,0.38636000000000004,positive
511,Cybersecurity Analyst,"Networking, Ethical Hacking, Linux, Cybersecurity",9,B.Tech,Hire,100.0,0.38636000000000004,positive
512,Cybersecurity Analyst,"Networking, Ethical Hacking, Cybersecurity, Linux",9,MBA,Hire,100.0,0.38636000000000004,positive
513,Cybersecurity Analyst,"Cybersecurity, Linux, Ethical Hacking",1,B.Tech,Hire,80.0,0.38636000000000004,positive
514,Cybersecurity Analyst,"Cybersecurity, Linux, Networking, Ethical Hacking",0,M.Tech,Reject,50.0,0.38636000000000004,positive
515,Software Engineer,"Java, React, SQL, C++",1,B.Sc,Hire,80.0,0.0,neutral
516,Software Engineer,"React, C++",9,B.Sc,Hire,100.0,0.0,neutral
517,Software Engineer,"SQL, React, Java, C++",9,MBA,Hire,100.0,0.0,neutral
518,Cybersecurity Analyst,"Ethical Hacking, Linux",4,B.Sc,Hire,85.0,0.38636000000000004,positive
519,Software Engineer,"SQL, Java, C++",2,B.Sc,Reject,50.0,0.0,neutral
520,Software Engineer,"C++, React, SQL",9,PhD,Hire,100.0,0.0,neutral
521,AI Researcher,"Python, NLP, Pytorch",2,PhD,Reject,50.0,0.0,neutral
522,AI Researcher,"NLP, Pytorch, TensorFlow",9,B.Sc,Hire,100.0,0.0,neutral
523,Cybersecurity Analyst,"Linux, Networking, Cybersecurity, Ethical Hacking",8,B.Tech,Hire,100.0,0.38636000000000004,positive
524,Data Scientist,"Machine Learning, Deep Learning, SQL",0,B.Sc,Reject,55.0,0.0,neutral
525,Software Engineer,"SQL, C++",7,B.Sc,Hire,100.0,0.0,neutral
526,Cybersecurity Analyst,"Networking, Cybersecurity",7,PhD,Hire,80.0,0.0,neutral
527,Software Engineer,"Java, React, SQL",1,PhD,Reject,30.0,0.0,neutral
528,Cybersecurity Analyst,"Ethical Hacking, Networking, Linux",0,B.Tech,Hire,70.0,0.38636000000000004,positive
529,Data Scientist,"SQL, Machine Learning, Deep Learning, Python",6,M.Tech,Hire,100.0,0.0,neutral
530,AI Researcher,"TensorFlow, NLP, Pytorch, Python",4,M.Tech,Hire,100.0,0.0,neutral
531,Data Scientist,"Deep Learning, Machine Learning, SQL",5,M.Tech,Hire,100.0,0.0,neutral
532,Data Scientist,"Python, Machine Learning",7,B.Sc,Hire,100.0,0.0,neutral
533,Software Engineer,"C++, SQL",5,M.Tech,Hire,70.0,0.0,neutral
534,Data Scientist,"Python, Deep Learning, SQL, Machine Learning",5,MBA,Hire,80.0,0.0,neutral
535,Cybersecurity Analyst,"Networking, Linux",2,B.Sc,Reject,30.0,0.0,neutral
536,Software Engineer,"React, SQL",4,PhD,Hire,100.0,0.0,neutral
537,Software Engineer,"Java, React, C++, SQL",8,B.Tech,Hire,100.0,0.0,neutral
538,AI Researcher,"Pytorch, TensorFlow, NLP",4,B.Sc,Hire,80.0,0.0,neutral
539,Software Engineer,"Java, C++, SQL",9,M.Tech,Hire,100.0,0.0,neutral
540,AI Researcher,"TensorFlow, Pytorch, NLP, Python",6,PhD,Hire,100.0,0.0,neutral
541,Software Engineer,"SQL, Java, C++, React",5,M.Tech,Hire,100.0,0.0,neutral
542,Data Scientist,"Deep Learning, Python, Machine Learning",6,B.Tech,Hire,95.0,0.0,neutral
543,Software Engineer,"SQL, C++, React",3,B.Tech,Hire,80.0,0.0,neutral
544,Cybersecurity Analyst,"Ethical Hacking, Networking",6,B.Sc,Hire,90.0,0.38636000000000004,positive
545,Data Scientist,"Machine Learning, Deep Learning",7,B.Tech,Hire,100.0,0.0,neutral
546,Software Engineer,"SQL, Java, React",10,B.Sc,Hire,100.0,0.0,neutral
547,AI Researcher,"Pytorch, NLP",1,MBA,Reject,30.0,0.0,neutral
548,Data Scientist,"Machine Learning, Deep Learning, SQL",7,M.Tech,Hire,100.0,0.0,neutral
549,Cybersecurity Analyst,"Networking, Linux, Ethical Hacking, Cybersecurity",3,M.Tech,Hire,100.0,0.38636000000000004,positive
550,AI Researcher,"TensorFlow, NLP, Python",3,PhD,Hire,90.0,0.0,neutral
551,Data Scientist,"Python, Deep Learning, Machine Learning, SQL",9,B.Tech,Hire,100.0,0.0,neutral
552,Software Engineer,"React, C++, Java, SQL",5,B.Sc,Hire,85.0,0.0,neutral
553,AI Researcher,"Python, TensorFlow, Pytorch, NLP",5,PhD,Hire,80.0,0.0,neutral
554,Software Engineer,"React, C++, Java, SQL",7,M.Tech,Hire,100.0,0.0,neutral
555,Data Scientist,"Machine Learning, Python, Deep Learning, SQL",1,B.Sc,Reject,60.0,0.0,neutral
556,Software Engineer,"React, SQL, Java, C++",1,PhD,Reject,35.0,0.0,neutral
